hskLevel,hanzi,pinyin,definition
6,家属,jiā shǔ,family member
6,家喻户晓,jiā yù hù xiǎo,understood by everyone (idiom); well known
6,加工,jiā gōng,to process
6,加剧,jiā jù,to intensify
6,佳肴,jiā yáo,fine food
6,夹杂,jiā zá,to mix together (disparate substances)
6,假设,jiǎ shè,suppose that...
6,假使,jiǎ shǐ,if
6,坚定,jiān dìng,firm
6,坚固,jiān gù,firm
6,坚韧,jiān rèn,tough and durable
6,坚实,jiān shí,firm and substantial
6,坚硬,jiān yìng,hard
6,监督,jiān dū,to control
6,监视,jiān shì,to monitor
6,监狱,jiān yù,prison
6,尖端,jiān duān,sharp pointed end
6,艰难,jiān nán,difficult
6,兼职,jiān zhí,to hold concurrent posts
6,拣,jiǎn,to choose
6,剪彩,jiǎn cǎi,to cut the ribbon (at a launching or opening ceremony)
6,检讨,jiǎn tǎo,to examine or inspect
6,检验,jiǎn yàn,to inspect
6,简化,jiǎn huà,to simplify
6,简陋,jiǎn lòu,simple and crude (of a room or building)
6,简体字,jiǎn tǐ zì,simplified Chinese character
6,简要,jiǎn yào,concise
6,溅,jiàn,splash
6,鉴别,jiàn bié,to differentiate
6,鉴定,jiàn dìng,to appraise
6,鉴于,jiàn yú,in view of
6,间谍,jiàn dié,spy
6,间隔,jiàn gé,compartment
6,间接,jiàn jiē,indirect
6,见多识广,jiàn duō shí guǎng,experienced and knowledgeable (idiom)
6,见解,jiàn jiě,opinion
6,见闻,jiàn wén,what one sees and hears
6,见义勇为,jiàn yì yǒng wéi,to see what is right and act courageously (idiom
6,健全,jiàn quán,robust
6,践踏,jiàn tà,to trample
6,舰艇,jiàn tǐng,warship
6,将近,jiāng jìn,almost
6,将军,jiāng jūn,general
6,僵硬,jiāng yìng,stiff
6,桨,jiǎng,oar
6,奖励,jiǎng lì,to reward
6,奖赏,jiǎng shǎng,reward
6,降临,jiàng lín,to descend to
6,交叉,jiāo chā,to cross
6,交代,jiāo dài,to hand over
6,交涉,jiāo shè,to negotiate
6,交往,jiāo wǎng,to associate
6,交易,jiāo yì,(business) transaction
6,焦点,jiāo diǎn,focus
6,焦急,jiāo jí,anxiety
6,娇气,jiāo qì,delicate
6,角落,jiǎo luò,nook
6,搅拌,jiǎo bàn,to stir
6,缴纳,jiǎo nà,to pay (taxes etc)
6,教养,jiào yǎng,to train
6,较量,jiào liàng,to have a contest with sb
6,皆,jiē,all
6,接连,jiē lián,on end
6,阶层,jiē céng,hierarchy
6,揭发,jiē fā,to expose
6,揭露,jiē lù,to expose
6,节奏,jié zòu,rhythm
6,杰出,jié chū,outstanding
6,结晶,jié jīng,crystallization
6,结局,jié jú,conclusion
6,结算,jié suàn,to settle a bill
6,竭尽全力,jié jìn quán lì,to spare no effort (idiom); to do one's utmost
6,截至,jié zhì,up to (a time)
6,解除,jiě chú,to remove
6,解雇,jiě gù,to fire
6,解剖,jiě pōu,to dissect (an animal)
6,解散,jiě sàn,to dissolve
6,解体,jiě tǐ,to break up into components
6,借鉴,jiè jiàn,to use other people's experience
6,借助,jiè zhù,to draw support from
6,戒备,jiè bèi,to take precautions
6,界限,jiè xiàn,boundary
6,津津有味,jīn jīn yǒu wèi,with keen interest pleasure (idiom); with gusto
6,金融,jīn róng,banking
6,紧密,jǐn mì,inseparably close
6,紧迫,jǐn pò,pressing
6,尽快,jǐn kuài,as quickly as possible
6,锦绣前程,jǐn xiù qián chéng,bright future
6,进而,jìn ér,and then (what follows next)
6,进攻,jìn gōng,to attack
6,进化,jìn huà,evolution
6,进展,jìn zhǎn,to make headway
6,近来,jìn lái,recently
6,近视,jìn shì,shortsighted
6,浸泡,jìn pào,to steep
6,晋升,jìn shēng,to promote to a higher position
6,劲头,jìn tóu,enthusiasm
6,茎,jīng,stalk
6,精打细算,jīng dǎ xì suàn,(saying) meticulous planning and careful accounting
6,精华,jīng huá,best feature
6,精简,jīng jiǎn,to simplify
6,精密,jīng mì,accuracy
6,精确,jīng què,accurate
6,精通,jīng tōng,proficient
6,精心,jīng xīn,with utmost care
6,精益求精,jīng yì qiú jīng,to perfect sth that is already outstanding (idiom); constantly improving
6,精致,jīng zhì,delicate
6,经费,jīng fèi,funds
6,经商,jīng shāng,to trade
6,经纬,jīng wěi,warp and woof
6,惊动,jīng dòng,alarm
6,惊奇,jīng qí,to be amazed
6,惊讶,jīng yà,amazed
6,兢兢业业,jīng jīng yè yè,cautious and conscientious
6,井,jǐng,a well
6,警告,jǐng gào,to warn
6,警惕,jǐng tì,to be on the alert
6,颈椎,jǐng zhuī,cervical vertebra
6,敬礼,jìng lǐ,to salute
6,境界,jìng jiè,boundary
6,竞赛,jìng sài,race
6,竞选,jìng xuǎn,to take part in an election
6,镜头,jìng tóu,camera lens
6,纠纷,jiū fēn,a dispute
6,纠正,jiū zhèng,to correct
6,酒精,jiǔ jīng,alcohol
6,救济,jiù jì,emergency relief
6,就近,jiù jìn,nearby
6,就业,jiù yè,looking for employment
6,就职,jiù zhí,to take office
6,鞠躬,jū gōng,to bow
6,拘留,jū liú,to detain (a prisoner)
6,拘束,jū shù,to restrict
6,居住,jū zhù,to reside
6,局部,jú bù,part
6,局面,jú miàn,aspect
6,局势,jú shì,situation
6,局限,jú xiàn,to limit
6,举动,jǔ dòng,act
6,举世闻名,jǔ shì wén míng,(saying) world famous
6,举世瞩目,jǔ shì zhǔ mù,to receive worldwide attention
6,举足轻重,jǔ zú qīng zhòng,a foot's move sways the balance (idiom); to hold the balance of power
6,咀嚼,jǔ jué,to chew
6,沮丧,jǔ sàng,dispirited
6,剧本,jù běn,script for play
6,剧烈,jù liè,violent
6,聚精会神,jù jīng huì shén,to concentrate one's attention (idiom)
6,据悉,jù xī,according to reports
6,决策,jué cè,strategic decision
6,觉悟,jué wù,consciousness
6,觉醒,jué xǐng,to awaken
6,绝望,jué wàng,desperation
6,军队,jūn duì,army troops
6,卡通,kǎ tōng,cartoon
6,开采,kāi cǎi,to extract (ore or other resource from a mine)
6,开除,kāi chú,to expel
6,开阔,kāi kuò,wide
6,开朗,kāi lǎng,spacious and well-lit
6,开明,kāi míng,enlightened
6,开辟,kāi pì,to open up
6,开水,kāi shuǐ,boiled water
6,开拓,kāi tuò,to break new ground (for agriculture)
6,开展,kāi zhǎn,(begin to) develop
6,开支,kāi zhī,expenditures
6,刊登,kān dēng,to carry a story
6,刊物,kān wù,publication
6,勘探,kān tàn,exploration
6,看待,kàn dài,to look upon
6,看望,kàn wàng,to visit
6,慷慨,kāng kǎi,vehement
6,扛,káng,to carry on one's shoulder
6,考察,kǎo chá,to inspect
6,考古,kǎo gǔ,archaeology
6,考核,kǎo hé,to examine
6,考验,kǎo yàn,to test
6,靠拢,kào lǒng,to draw close to
6,磕,kē,to tap
6,颗粒,kē lì,kernel
6,科目,kē mù,subject
6,渴望,kě wàng,to thirst for
6,可观,kě guān,considerable
6,可口,kě kǒu,tasty
6,可恶,kě wù,repulsive
6,可笑,kě xiào,funny
6,可行,kě xíng,feasible
6,刻不容缓,kè bù róng huǎn,to brook no delay
6,课题,kè tí,task
6,客户,kè hù,client
6,啃,kěn,to gnaw
6,恳切,kěn qiè,earnest
6,坑,kēng,hole
6,空洞,kōng dòng,cavity
6,空前绝后,kōng qián jué hòu,unprecedented and never to be duplicated
6,空想,kōng xiǎng,daydream
6,空虚,kōng xū,hollow
6,孔,kǒng,hole
6,恐吓,kǒng hè,to threaten
6,恐惧,kǒng jù,fear
6,空白,kòng bái,blank space
6,空隙,kòng xì,crack
6,口气,kǒu qì,tone of voice
6,口腔,kǒu qiāng,oral cavity
6,口头,kǒu tóu,oral
6,口音,kǒu yīn,oral speech sounds (linguistics)
6,枯竭,kū jié,used up
6,枯燥,kū zào,dry and dull
6,苦尽甘来,kǔ jìn gān lái,bitterness finishes
6,挎,kuà,to carry (esp. slung over the arm
6,跨,kuà,to step across
6,快活,kuài huo,happy
6,宽敞,kuān chang,spacious
6,款待,kuǎn dài,to entertain
6,款式,kuǎn shì,pattern
6,筐,kuāng,basket
6,旷课,kuàng kè,to play truant
6,框架,kuàng jià,frame
6,况且,kuàng qiě,moreover
6,亏待,kuī dài,to treat sb unfairly
6,亏损,kuī sǔn,deficit
6,昆虫,kūn chóng,insect
6,捆绑,kǔn bǎng,to bind
6,扩充,kuò chōng,to expand
6,扩散,kuò sàn,to spread
6,扩张,kuò zhāng,expansion
6,喇叭,lǎ ba,horn (automobile etc)
6,啦,la,sentence-final particle
6,来历,lái lì,history
6,来源,lái yuán,source (of information etc)
6,栏目,lán mù,regular column or segment (in a publication or broadcast program)
6,懒惰,lǎn duò,idle
6,狼狈,láng bèi,in a difficult situation
6,朗读,lǎng dú,read aloud
6,捞,lāo,to fish up
6,唠叨,láo dao,to prattle
6,牢固,láo gù,firm
6,牢骚,láo sāo,discontent
6,乐趣,lè qù,delight
6,乐意,lè yì,to be willing to do sth
6,雷达,léi dá,radar (loanword)
6,类似,lèi sì,similar
6,冷淡,lěng dàn,cold
6,冷酷,lěng kù,grim
6,冷却,lěng què,to cool off
6,愣,lèng,to look distracted
6,黎明,lí míng,dawn
6,里程碑,lǐ chéng bēi,milestone
6,礼节,lǐ jié,etiquette
6,理睬,lǐ cǎi,to heed
6,理所当然,lǐ suǒ dāng rán,as it should be by rights (idiom); proper and to be expected as a matter of course
6,理直气壮,lǐ zhí qì zhuàng,in the right and self-confident (idiom); bold and confident with justice on one's side
6,理智,lǐ zhì,reason
6,立场,lì chǎng,position
6,立交桥,lì jiāo qiáo,overpass
6,立体,lì tǐ,three-dimensional
6,立足,lì zú,to stand
6,历代,lì dài,successive generations
6,历来,lì lái,always
6,利害,lì hài,pros and cons
6,利率,lì lǜ,interest rates
6,力所能及,lì suǒ néng jí,as far as one's capabilities extend (idiom); to the best of one's ability
6,力图,lì tú,to try hard to
6,力争,lì zhēng,to work hard for
6,例外,lì wài,(make an) exception
6,连年,lián nián,successive years
6,连锁,lián suǒ,to interlock
6,连同,lián tóng,together with
6,联欢,lián huān,have a get-together
6,联络,lián luò,communication
6,联盟,lián méng,alliance
6,联想,lián xiǎng,to associate (cognitively)
6,廉洁,lián jié,honest
6,良心,liáng xīn,conscience
6,晾,liàng,to dry in the air
6,谅解,liàng jiě,to understand
6,辽阔,liáo kuò,vast
6,列举,liè jǔ,a list
6,淋,lín,to drain
6,临床,lín chuáng,clinical
6,吝啬,lìn sè,stingy
6,零星,líng xīng,fragmentary
6,凌晨,líng chén,very early in the morning
6,灵感,líng gǎn,inspiration
6,灵魂,líng hún,soul
6,灵敏,líng mǐn,smart
6,伶俐,líng lì,clever
6,领会,lǐng huì,to understand
6,领事馆,lǐng shì guǎn,consulate
6,领土,lǐng tǔ,territory
6,领悟,lǐng wù,to understand
6,领先,lǐng xiān,to lead
6,领袖,lǐng xiù,leader
6,溜,liū,to slip away
6,留恋,liú liàn,reluctant to leave
6,留念,liú niàn,to keep as a souvenir
6,留神,liú shén,to take care
6,流浪,liú làng,to drift about
6,流露,liú lù,to express
6,流氓,liú máng,rogue
6,流通,liú tōng,to circulate
6,聋哑,lóng yǎ,deaf and dumb
6,隆重,lóng zhòng,grand
6,垄断,lǒng duàn,to enjoy market dominance
6,笼罩,lǒng zhào,to envelop
6,搂,lǒu,to hug
6,炉灶,lú zào,stove
6,轮船,lún chuán,steamship
6,轮廓,lún kuò,an outline
6,轮胎,lún tāi,tire
6,论坛,lùn tán,forum (for discussion)
6,论证,lùn zhèng,to prove a point
6,啰唆,luō suō,see 囉嗦|啰嗦[luō suo]
6,螺丝钉,luó sī dīng,screw
6,落成,luò chéng,to complete a construction project
6,落实,luò shí,practical
6,络绎不绝,luò yì bù jué,continuously; in an endless stream (idiom)
6,屡次,lǚ cì,repeatedly
6,履行,lǚ xíng,to fulfill (one's obligations)
6,掠夺,lvè duó,to plunder
6,略微,lvè wēi,a little bit
6,麻痹,má bì,paralysis
6,麻木,má mù,numb
6,麻醉,má zuì,anesthesia
6,码头,mǎ tóu,dock
6,嘛,ma,modal particle indicating that sth is obvious
6,埋伏,mái fú,to ambush
6,埋没,mái mò,to engulf
6,埋葬,mái zàng,to bury
6,迈,mài,take a step
6,脉搏,mài bó,a pulse (both medical and figurative)
6,埋怨,mán yuàn,to complain
6,慢性,màn xìng,slow and patient
6,漫长,màn cháng,very long
6,漫画,màn huà,caricature
6,蔓延,màn yán,to extend
6,忙碌,máng lù,busy
6,茫茫,máng máng,boundless
6,茫然,máng rán,blankly
6,盲目,máng mù,blind
6,冒充,mào chōng,to feign
6,茂盛,mào shèng,lush
6,枚,méi,classifier for coins
6,没辙,méi zhé,(idiom) unable to solve; no way to escape a problem
6,媒介,méi jiè,media
6,媒体,méi tǐ,media
6,美观,měi guān,pleasing to the eye
6,美满,měi mǎn,happy
6,美妙,měi miào,beautiful
6,门诊,mén zhěn,outpatient service
6,蒙,méng,to cover
6,萌芽,méng yá,sprout
6,猛烈,měng liè,fierce
6,梦想,mèng xiǎng,(figuratively) to dream of
6,眯,mī,to narrow one's eyes
6,弥补,mí bǔ,to complement
6,弥漫,mí màn,variant of 彌漫|弥漫[mí màn]
6,迷惑,mí huo,to puzzle
6,迷人,mí rén,fascinating
6,迷失,mí shī,lost
6,迷信,mí xìn,superstition
6,密度,mì dù,density
6,密封,mì fēng,to seal up
6,免得,miǎn de,so as not to
6,免疫,miǎn yì,immunity (to disease)
6,勉励,miǎn lì,to encourage
6,勉强,miǎn qiǎng,to do with difficulty
6,面貌,miàn mào,appearance
6,面子,miàn zi,outer surface
6,描绘,miáo huì,to describe
6,渺小,miǎo xiǎo,minute
6,蔑视,miè shì,to loathe
6,灭亡,miè wáng,to be destroyed
6,民间,mín jiān,among the people
6,民用,mín yòng,(for) civilian use
6,敏感,mǐn gǎn,sensitive
6,敏捷,mǐn jié,nimble
6,敏锐,mǐn ruì,keen
6,明明,míng míng,obviously
6,名次,míng cì,position in a ranking of names
6,名额,míng é,quota
6,名副其实,míng fù qí shí,not just in name only
6,名誉,míng yù,fame
6,命名,mìng míng,to give a name to
6,摸索,mō suo,to feel about
6,膜,mó,membrane
6,摩擦,mó cā,friction
6,磨合,mó hé,to break in
6,模范,mó fàn,model
6,模式,mó shì,mode
6,模型,mó xíng,model
6,魔鬼,mó guǐ,devil
6,魔术,mó shù,magic
6,抹杀,mǒ shā,to erase
6,莫名其妙,mò míng qí miào,unfathomable mystery (idiom); subtle and ineffable
6,默默,mò mò,in silence
6,墨水儿,mò shuǐ r,erhua variant of 墨水
6,谋求,móu qiú,to seek
6,模样,mú yàng,look
6,母语,mǔ yǔ,native language
6,目睹,mù dǔ,to witness
6,目光,mù guāng,sight
6,沐浴,mù yù,to take a bath
6,拿手,ná shǒu,expert in
6,纳闷儿,nà mèn r,puzzled
6,耐用,nài yòng,durable
6,难得,nán dé,seldom
6,难堪,nán kān,hard to take
6,难免,nán miǎn,hard to avoid
6,难能可贵,nán néng kě guì,rare and precious
6,恼火,nǎo huǒ,to get angry
6,内涵,nèi hán,meaning
6,内幕,nèi mù,inside story
6,内在,nèi zài,intrinsic
6,能量,néng liàng,energy
6,嗯,en,interjection indicating approval
6,拟定,nǐ dìng,to draw up
6,年度,nián dù,year (e.g. school year
6,捏,niē,to pinch (with one's fingers)
6,拧,níng,to pinch
6,凝固,níng gù,to freeze
6,凝聚,níng jù,to condense
6,凝视,níng shì,to gaze at
6,宁肯,nìng kěn,would rather...
6,宁愿,nìng yuàn,would rather
6,纽扣儿,niǔ kòu ér,Buttons children
6,扭转,niǔ zhuǎn,to reverse
6,浓厚,nóng hòu,dense
6,农历,nóng lì,the traditional Chinese calendar
6,奴隶,nú lì,slave
6,挪,nuó,to shift
6,虐待,nvè dài,to mistreat
6,哦,ò,oh (interjection indicating that one has just learned sth)
6,殴打,ōu dǎ,to beat up
6,欧洲,Oū zhōu,Europe
6,呕吐,ǒu tù,to vomit
6,趴,pā,to lie on one's stomach
6,排斥,pái chì,to reject
6,排除,pái chú,to eliminate
6,排放,pái fàng,emission
6,徘徊,pái huái,to dither
6,派别,pài bié,denomination
6,派遣,pài qiǎn,to send (on a mission)
6,攀登,pān dēng,to climb
6,盘旋,pán xuán,to spiral
6,畔,pàn,bank
6,判决,pàn jué,judgment (by a court of law)
6,庞大,páng dà,huge
6,抛弃,pāo qì,to abandon
6,泡沫,pào mò,foam
6,培训,péi xùn,to cultivate
6,培育,péi yù,to train
6,配备,pèi bèi,to allocate
6,配偶,pèi ǒu,consort
6,配套,pèi tào,to form a complete set
6,盆地,pén dì,basin (low-lying geographical feature)
6,烹饪,pēng rèn,cooking
6,捧,pěng,to clasp
6,劈,pī,to hack
6,批发,pī fā,wholesale
6,批判,pī pàn,to criticize
6,疲惫,pí bèi,beaten
6,疲倦,pí juàn,to tire
6,皮革,pí gé,leather
6,屁股,pì gu,buttocks
6,譬如,pì rú,for example
6,偏差,piān chā,bias
6,偏见,piān jiàn,prejudice
6,偏僻,piān pì,remote
6,偏偏,piān piān,sth turns out just the opposite of what one would expect
6,片断,piàn duàn,section
6,片刻,piàn kè,short period of time
6,飘扬,piāo yáng,to wave
6,漂浮,piāo fú,to float
6,拼搏,pīn bó,to struggle
6,拼命,pīn mìng,to do one's utmost
6,频繁,pín fán,frequently
6,频率,pín lǜ,frequency
6,贫乏,pín fá,lack
6,贫困,pín kùn,impoverished
6,品尝,pǐn cháng,to taste a small amount
6,品德,pǐn dé,moral character
6,品行,pǐn xíng,behavior
6,品质,pǐn zhì,quality
6,平凡,píng fán,commonplace
6,平面,píng miàn,plane (flat surface)
6,平坦,píng tǎn,level
6,平行,píng xíng,parallel
6,平原,píng yuán,field
6,评估,píng gū,to evaluate
6,评论,píng lùn,to comment on
6,屏障,píng zhàng,protective screen
6,坡,pō,slope
6,泼,pō,to splash
6,颇,pō,rather
6,破例,pò lì,to make an exception
6,迫不及待,pò bù jí dài,impatient (idiom); in a hurry
6,迫害,pò hài,to persecute
6,魄力,pò lì,courage
6,扑,pū,to throw oneself at
6,铺,pū,to spread
6,普及,pǔ jí,popular
6,朴实,pǔ shí,plain
6,瀑布,pù bù,waterfall
6,期望,qī wàng,to have expectations
6,期限,qī xiàn,time limit
6,欺负,qī fu,to bully
6,欺骗,qī piàn,to deceive
6,凄凉,qī liáng,desolate
6,奇妙,qí miào,fantastic
6,旗袍,qí páo,Chinese-style dress
6,旗帜,qí zhì,ensign
6,齐全,qí quán,complete
6,齐心协力,qí xīn xié lì,to work with a common purpose (idiom); to make concerted efforts
6,歧视,qí shì,to discriminate against
6,起草,qǐ cǎo,draft (a bill)
6,起初,qǐ chū,originally
6,起伏,qǐ fú,to move up and down
6,起哄,qǐ hòng,to heckle
6,起码,qǐ mǎ,at the minimum
6,起义,qǐ yì,uprising
6,起源,qǐ yuán,origin
6,启程,qǐ chéng,to set out on a journey
6,启示,qǐ shì,enlightenment
6,启事,qǐ shì,announcement (written
6,乞丐,qǐ gài,beggar
6,岂有此理,qǐ yǒu cǐ lǐ,how can this be so? (idiom); preposterous
6,器材,qì cái,equipment
6,器官,qì guān,organ (part of body tissue)
6,气概,qì gài,lofty quality
6,气功,qì gōng,qigong
6,气魄,qì pò,spirit
6,气色,qì sè,complexion
6,气势,qì shì,imposing manner
6,气味,qì wèi,odor
6,气象,qì xiàng,meteorological feature
6,气压,qì yā,atmospheric pressure
6,迄今为止,qì jīn wéi zhǐ,so far
6,掐,qiā,to pick (flowers)
6,恰当,qià dàng,appropriate
6,恰到好处,qià dào hǎo chù,it's just perfect
6,恰巧,qià qiǎo,fortunately
6,洽谈,qià tán,to discuss
6,牵扯,qiān chě,to involve
6,牵制,qiān zhì,to control
6,千方百计,qiān fāng bǎi jì,lit. thousand ways
6,签订,qiān dìng,to agree to and sign (a treaty etc)
6,签署,qiān shǔ,to sign (an agreement)
6,迁就,qiān jiù,to yield
6,迁徙,qiān xǐ,to migrate
6,谦逊,qiān xùn,humble
6,前景,qián jǐng,foreground
6,前提,qián tí,premise
6,潜力,qián lì,potential
6,潜水,qián shuǐ,to dive
6,潜移默化,qián yí mò huà,imperceptible influence
6,谴责,qiǎn zé,to denounce
6,强制,qiáng zhì,to enforce
6,抢劫,qiǎng jié,to rob
6,抢救,qiǎng jiù,rescue
6,强迫,qiǎng pò,to compel
6,桥梁,qiáo liáng,bridge
6,翘,qiào,to stick up
6,锲而不舍,qiè ér bù shě,to chip away at a task and not abandon it (idiom); to chisel away at sth
6,切实,qiè shí,feasible
6,亲热,qīn rè,affectionate
6,亲身,qīn shēn,personal
6,侵犯,qīn fàn,to infringe on
6,钦佩,qīn pèi,to admire
6,勤俭,qín jiǎn,hardworking and frugal
6,勤恳,qín kěn,diligent and attentive
6,氢,qīng,hydrogen (chemistry)
6,轻而易举,qīng ér yì jǔ,easy
6,清澈,qīng chè,clear
6,清晨,qīng chén,early morning
6,清除,qīng chú,to eliminate
6,清洁,qīng jié,clean
6,清理,qīng lǐ,to clear up
6,清晰,qīng xī,clear
6,清醒,qīng xǐng,clear-headed
6,清真,qīng zhēn,Islamic
6,倾听,qīng tīng,to listen attentively
6,倾向,qīng xiàng,trend
6,倾斜,qīng xié,to incline
6,晴朗,qíng lǎng,sunny and cloudless
6,情报,qíng bào,(spy) intelligence
6,情节,qíng jié,plot
6,情理,qíng lǐ,reason
6,情形,qíng xing,circumstances
6,请柬,qǐng jiǎn,invitation card
6,请教,qǐng jiào,to ask for guidance
6,请示,qǐng shì,to ask for instructions
6,请帖,qǐng tiě,invitation card
6,丘陵,qiū líng,hills
6,区分,qū fēn,to differentiate
6,区域,qū yù,area
6,屈服,qū fú,to surrender
6,曲折,qū zhé,complicated
6,驱逐,qū zhú,to expel
6,渠道,qú dào,irrigation ditch
6,取缔,qǔ dì,to ban
6,曲子,qǔ zi,poem for singing
6,趣味,qù wèi,fun
6,圈套,quān tào,trap
6,全局,quán jú,overall situation
6,全力以赴,quán lì yǐ fù,to do at all costs
6,权衡,quán héng,to weigh
6,权威,quán wēi,authority
6,权益,quán yì,rights and benefits
6,拳头,quán tou,fist
6,犬,quǎn,dog
6,缺口,quē kǒu,nick
6,缺席,quē xí,absence
6,缺陷,quē xiàn,defect
6,瘸,qué,lame
6,确保,què bǎo,to ensure
6,确立,què lì,to establish
6,确切,què qiè,definite
6,确信,què xìn,to be convinced
6,群众,qún zhòng,mass
6,染,rǎn,to dye
6,让步,ràng bù,to concede
6,饶恕,ráo shù,to forgive
6,扰乱,rǎo luàn,to disturb
6,惹祸,rě huò,stirring up trouble
6,热泪盈眶,rè lèi yíng kuàng,eyes brimming with tears of excitement (idiom)
6,热门,rè mén,popular
6,人道,rén dào,human sympathy
6,人格,rén gé,personality
6,人工,rén gōng,artificial
6,人家,rén jia,other people
6,人间,rén jiān,the human world
6,人士,rén shì,person
6,人为,rén wéi,artificial
6,人性,rén xìng,human nature
6,人质,rén zhì,hostage
6,仁慈,rén cí,benevolent
6,忍耐,rěn nài,to show restraint
6,忍受,rěn shòu,to bear
6,认定,rèn dìng,to maintain (that sth is true)
6,认可,rèn kě,to approve
6,任命,rèn mìng,to appoint and nominate
6,任性,rèn xìng,willful
6,任意,rèn yì,arbitrary
6,任重道远,rèn zhòng dào yuǎn,a heavy load and a long road
6,仍旧,réng jiù,still (remaining)
6,日新月异,rì xīn yuè yì,daily renewal
6,日益,rì yì,day by day
6,融洽,róng qià,harmonious
6,溶解,róng jiě,to dissolve
6,容貌,róng mào,one's appearance
6,容纳,róng nà,to hold
6,容器,róng qì,receptacle
6,容忍,róng rěn,to put up with
6,揉,róu,to knead
6,柔和,róu hé,gentle
6,弱点,ruò diǎn,weak point
6,若干,ruò gān,a certain number or amount
6,撒谎,sā huǎng,to tell lies
6,腮,sāi,cheek
6,三角,sān jiǎo,triangle
6,散文,sǎn wén,prose
6,散布,sàn bù,to disseminate
6,散发,sàn fā,to distribute
6,丧失,sàng shī,to lose
6,嫂子,sǎo zi,(informal) older brother's wife
6,色彩,sè cǎi,tint
6,刹车,shā chē,to brake (when driving)
6,啥,shá,dialectal equivalent of 什麼|什么[shén me]
6,筛选,shāi xuǎn,to filter
6,山脉,shān mài,mountain range
6,闪烁,shǎn shuò,flickering
6,擅长,shàn cháng,to be good at
6,擅自,shàn zì,without permission
6,商标,shāng biāo,trademark
6,伤脑筋,shāng nǎo jīn,knotty
6,上级,shàng jí,higher authorities
6,上进心,shàng jìn xīn,motivation
6,上任,shàng rèn,to take office
6,上瘾,shàng yǐn,to get into a habit
6,上游,shàng yóu,upper reaches (of a river)
6,捎,shāo,to bring sth to sb
6,梢,shāo,tip of branch
6,哨,shào,a whistle
6,奢侈,shē chǐ,luxurious
6,设立,shè lì,to set up
6,设想,shè xiǎng,to imagine
6,设置,shè zhì,to set up
6,社区,shè qū,community
6,涉及,shè jí,to involve
6,摄取,shè qǔ,absorb (nutrition)
6,摄氏度,shè shì dù,degrees centigrade
6,深奥,shēn ào,profound
6,深沉,shēn chén,deep
6,深情厚谊,shēn qíng hòu yì,deep friendship
6,申报,shēn bào,to report (to the authorities)
6,绅士,shēn shì,gentleman
6,呻吟,shēn yín,to moan
6,神奇,shén qí,magical
6,神气,shén qì,expression
6,神情,shén qíng,look
6,神色,shén sè,expression
6,神圣,shén shèng,divine
6,神态,shén tài,appearance
6,神仙,shén xiān,Daoist immortal
6,审查,shěn chá,to examine
6,审理,shěn lǐ,to hear (a case)
6,审美,shěn měi,esthetics
6,审判,shěn pàn,a trial
6,渗透,shèn tòu,to permeate
6,慎重,shèn zhòng,cautious
6,生存,shēng cún,to exist
6,生机,shēng jī,opportunity to live
6,生理,shēng lǐ,physiology
6,生疏,shēng shū,unfamiliar
6,生态,shēng tài,way of life
6,生物,shēng wù,organism
6,生效,shēng xiào,to take effect
6,生锈,shēng xiù,to rust
6,生育,shēng yù,to bear
6,牲畜,shēng chù,domesticated animals
6,声明,shēng míng,statement
6,声势,shēng shì,fame and power
6,声誉,shēng yù,reputation
6,省会,shěng huì,provincial capital
6,盛产,shèng chǎn,superabundant
6,盛开,shèng kāi,blooming
6,盛情,shèng qíng,great kindness
6,盛行,shèng xíng,to be in vogue
6,胜负,shèng fù,victory or defeat
6,失误,shī wù,lapse
6,失踪,shī zōng,to be missing
6,师范,shī fàn,teacher-training
6,施加,shī jiā,to exert (effort or pressure)
6,施展,shī zhǎn,to use fully
6,尸体,shī tǐ,dead body
6,拾,shí,to pick up
6,十足,shí zú,ample
6,识别,shí bié,to distinguish
6,时差,shí chā,time difference
6,时常,shí cháng,often
6,时而,shí ér,occasionally
6,时光,shí guāng,time
6,时机,shí jī,fortunate timing
6,时事,shí shì,current trends
6,时装,shí zhuāng,the latest fashion in clothes
6,实惠,shí huì,tangible benefit
6,实力,shí lì,strength
6,实施,shí shī,to implement
6,实事求是,shí shì qiú shì,to seek truth from facts (idiom)
6,实质,shí zhì,substance
6,石油,shí yóu,oil
6,使命,shǐ mìng,mission (diplomatic or other)
6,是非,shì fēi,right and wrong
6,试图,shì tú,to attempt
6,试验,shì yàn,experiment
6,势必,shì bì,to be bound to
6,势力,shì li,power
6,世代,shì dài,generation
6,世界观,shì jiè guān,worldview
6,示范,shì fàn,to demonstrate
6,示威,shì wēi,to demonstrate (as a protest)
6,示意,shì yì,to hint
6,释放,shì fàng,to release
6,事故,shì gù,accident
6,事迹,shì jì,deed
6,事件,shì jiàn,event
6,事态,shì tài,situation
6,事务,shì wù,(political
6,事项,shì xiàng,matter
6,事业,shì yè,undertaking
6,适宜,shì yí,suitable
6,视力,shì lì,vision
6,视线,shì xiàn,line of sight
6,视野,shì yě,field of view
6,逝世,shì shì,to pass away
6,收藏,shōu cáng,to hoard
6,收缩,shōu suō,to pull back
6,收益,shōu yì,earnings
6,收音机,shōu yīn jī,radio
6,手法,shǒu fǎ,technique
6,手势,shǒu shì,gesture
